State,District,Latitude,Longitude,Total_world,Total_covid_count,Year_Quarter,col
madhya-pradesh,chhindwara district,22.0509324,78.939744,137580364.6221019,169657,2018-Q1,169657
madhya-pradesh,chhatarpur district,24.9072406,79.5844054,74380804.92252028,101457,2018-Q1,101457
tamil-nadu,chennai district,13.05843605,80.23610502517248,4281137762.522443,2656230,2018-Q1,2656230
tamil-nadu,chengalpattu district,12.636245,80.0653519331311,1030187164.9716308,569483,2018-Q1,569483
jharkhand,chatra district,24.9303981,87.82697147981766,48808252.914446905,28364,2018-Q1,28364
haryana,charkhi dadri district,28.6508033,76.2406402,49515979.82368229,32910,2018-Q1,32910
assam,charaideo district,25.40036255,93.07522922678903,10873516.97570264,13094,2018-Q1,13094
arunachal-pradesh,changlang district,27.272007,96.06552596101916,5380749.415278763,3195,2018-Q1,3195
maharashtra,chandrapur district,19.9648425,79.2914735,129589201.64438967,142067,2018-Q1,142067
chandigarh,chandigarh district,25.25,84.25,613435420.8676233,381895,2018-Q1,381895
manipur,chandel district,25.0,94.5,1376995.1405003848,880,2018-Q1,880
uttar-pradesh,chandauli district,28.6839951,77.4530398,88729334.73776625,100454,2018-Q1,100454
mizoram,champhai district,23.481,93.309599,871005.7153709702,453,2018-Q1,453
uttarakhand,champawat district,29.3321606,80.0928787,9818454.777565042,11037,2018-Q1,11037
uttarakhand,chamoli district,30.4996323,79.61879245944404,19931685.344290152,15936,2018-Q1,15936
himachal-pradesh,chamba district,32.69301,76.16363499125694,69091183.95337541,41138,2018-Q1,41138
karnataka,chamarajanagara district,11.9238058,76.9393558,35620369.651075795,32011,2018-Q1,32011
delhi,central district,28.71578752764242,77.1148936441799,4312145216.274474,2997714,2018-Q1,2997714
assam,cachar district,25.083333,92.916667,57250290.53047233,56481,2018-Q1,56481
bihar,buxar district,25.4374355,85.2919909,56987162.135050416,61490,2018-Q1,61490
madhya-pradesh,burhanpur district,22.3406138,77.0934034,33868567.81292613,30712,2018-Q1,30712
rajasthan,bundi district,25.4367659,75.736147085863,55554458.566172935,70989,2018-Q1,70989
maharashtra,buldhana district,21.1170373,79.1045331,213497260.8890954,211789,2018-Q1,211789
uttar-pradesh,bulandshahr district,24.9325993,82.64710860698771,160467571.0953015,140393,2018-Q1,140393
jammu-&-kashmir,budgam district,33.909931900000004,74.6291442577981,36218453.70685134,50748,2018-Q1,50748
uttar-pradesh,budaun district,28.027692,79.1254409,50581911.54070017,63143,2018-Q1,63143
odisha,boudh district,20.8431294,83.90634540989736,20293882.499208704,23736,2018-Q1,23736
gujarat,botad district,22.0456765,71.67217572593728,30496629.09589137,50541,2018-Q1,50541
assam,bongaigaon district,24.86648155,92.35121508187882,21510944.89126336,18899,2018-Q1,18899
jharkhand,bokaro district,24.25,85.916667,210067688.7569897,263441,2018-Q1,263441
assam,biswanath district,24.6827307,92.5622753,12983623.19716093,16453,2018-Q1,16453
manipur,bishnupur district,24.6319847,93.7619193,11341627.66784508,7005,2018-Q1,7005
west-bengal,birbhum district,24.0,87.583333,2520486412.4523764,2125816,2018-Q1,2125816
chhattisgarh,bilaspur district,22.4082821,82.3921724,169865045.945706,158509,2018-Q1,158509
himachal-pradesh,bilaspur district,32.0292,76.1514,20215586.70712164,21880,2018-Q1,21880
rajasthan,bikaner district,28.11616165,73.11056700494197,242246395.7093658,176548,2018-Q1,176548
uttar-pradesh,bijnor district,29.3843229,78.13645,165947956.498121,142321,2018-Q1,142321
chhattisgarh,bijapur district,18.7935679,80.815939,10478592.78920759,5863,2018-Q1,5863
karnataka,bidar district,18.02315245,77.249718672587,219204065.8266272,148528,2018-Q1,148528
madhya-pradesh,bhopal district,23.2301418,77.4179774,1905473874.832672,1704495,2018-Q1,1704495
bihar,bhojpur district,25.25,84.25,117985836.7722633,115890,2018-Q1,115890
haryana,bhiwani district,28.7312325,75.892349866212,190361119.4002706,125150,2018-Q1,125150
madhya-pradesh,bhind district,26.5658766,78.7826782,79340297.0941518,101429,2018-Q1,101429
rajasthan,bhilwara district,25.4889628,74.71640140204903,353135371.88422817,305744,2018-Q1,305744
gujarat,bhavnagar district,21.56228915,71.90747307960464,171495425.5898248,182948,2018-Q1,182948
gujarat,bharuch district,21.82728385,72.89461378721509,249246117.1352977,210073,2018-Q1,210073
rajasthan,bharatpur district,27.2662364,77.36917930978375,189769489.3702528,163715,2018-Q1,163715
maharashtra,bhandara district,21.1596616,79.6527375,76998452.71289259,94217,2018-Q1,94217
bihar,bhagalpur district,25.0,86.916667,172905796.12309912,174456,2018-Q1,174456
odisha,bhadrak district,21.0654838,86.5025885,187375014.2509325,279644,2018-Q1,279644
telangana,bhadradri kothagudem district,17.0557615,79.2779955,235828536.8619343,129015,2018-Q1,129015
uttar-pradesh,bhadohi district,28.6839951,77.4530398,73257504.7541741,83213,2018-Q1,83213
madhya-pradesh,betul district,21.9034464,77.8983504,120159354.6142154,121719,2018-Q1,121719
karnataka,bengaluru urban district,12.8632604,77.4338693,14162750303.064842,8306513,2018-Q1,8306513
karnataka,bengaluru rural district,18.02315245,77.249718672587,307037188.4705047,187325,2018-Q1,187325
chhattisgarh,bemetara district,21.7020322,81.5337224,40326244.06428747,41406,2018-Q1,41406
karnataka,belagavi district,15.8572666,74.5069343,286997207.1618964,265382,2018-Q1,265382
bihar,begusarai district,25.5,86.25,130265729.662316,134911,2018-Q1,134911
maharashtra,beed district,18.9869163,75.7533207,149979287.0801032,146374,2018-Q1,146374
punjab,bathinda district,30.20378255,74.95031921693888,151709303.3472533,96310,2018-Q1,96310
uttar-pradesh,basti district,28.630261,77.4133068,97389540.2084968,104079,2018-Q1,104079
chhattisgarh,bastar district,19.25,81.25,50365512.88669063,38895,2018-Q1,38895
madhya-pradesh,barwani district,22.7246439,75.8887036,42701906.92456499,31525,2018-Q1,31525
assam,barpeta district,24.6827307,92.5622753,56352302.37753609,67801,2018-Q1,67801
punjab,barnala district,30.3360996,74.11794319222481,30779491.36074768,20348,2018-Q1,20348
rajasthan,barmer district,25.58325505,71.6192556088008,175604034.2780011,125849,2018-Q1,125849
odisha,bargarh district,21.40164,83.5826487,69991391.85670178,100526,2018-Q1,100526
uttar-pradesh,bareilly district,28.457876,79.40557093743058,272420019.9524929,306561,2018-Q1,306561
rajasthan,baran district,24.92077465,76.68218371245564,60944385.49950702,86147,2018-Q1,86147
jammu-&-kashmir,baramulla district,34.176364050000004,74.31644115645875,44215018.00395158,83775,2018-Q1,83775
uttar-pradesh,bara banki district,26.9013312,81.2151601,86397546.44997555,111809,2018-Q1,111809
rajasthan,banswara district,23.4929453,74.34980159827685,41401806.90073449,35340,2018-Q1,35340
west-bengal,bankura district,23.0662415,87.3251923,159367696.6510181,378312,2018-Q1,378312
bihar,banka district,24.8926007,86.9140729,32623795.99344401,39192,2018-Q1,39192
jammu-&-kashmir,bandipore district,34.4563234,74.68249997667994,11885513.90501034,38208,2018-Q1,38208
uttar-pradesh,banda district,25.4892744,80.33507542764347,44150239.79604201,50935,2018-Q1,50935
gujarat,banas kantha district,24.26960875,72.16210994579416,197883270.2126429,237457,2018-Q1,237457
chhattisgarh,balrampur district,23.616665,83.618798,46601180.18608248,32628,2018-Q1,32628
uttar-pradesh,balrampur district,26.0849232204,83.1977435446,41793646.19211175,29546,2018-Q1,29546
chhattisgarh,baloda bazar district,21.6632098,82.1493121,55455251.90835041,61987,2018-Q1,61987
chhattisgarh,balod district,22.8825209,84.1362145,33548672.66448532,36121,2018-Q1,36121
uttar-pradesh,ballia district,25.7506229,84.1472,179589107.9504866,153366,2018-Q1,153366
karnataka,ballari district,15.34594225,76.82043303614613,317208290.2209056,218492,2018-Q1,218492
odisha,baleshwar district,21.5,86.75,306223509.1455674,469068,2018-Q1,469068
odisha,balangir district,20.7502257,83.2499464,99039589.98749083,122127,2018-Q1,122127
madhya-pradesh,balaghat district,21.8611181,80.32141872874212,96872703.12182496,99805,2018-Q1,99805
assam,baksa district,25.40036255,93.07522922678903,22457849.866681408,20964,2018-Q1,20964
uttar-pradesh,bahraich district,27.5727012,81.6061717,66721477.05129766,74017,2018-Q1,74017
uttar-pradesh,baghpat district,28.9464293,77.2170076,82062655.83083652,57482,2018-Q1,57482
uttarakhand,bageshwar district,28.711241,77.4445372,8645020.086163377,10580,2018-Q1,10580
karnataka,bagalkote district,16.28998085,75.58255865030114,130764471.8588669,137750,2018-Q1,137750
uttar-pradesh,azamgarh district,26.0637645,83.1833871,202633767.3253423,195700,2018-Q1,195700
uttar-pradesh,ayodhya district,26.0637645,83.1833871,119104433.1431952,139126,2018-Q1,139126
bihar,aurangabad district,24.80340125,84.41113582469077,114737537.8615089,114354,2018-Q1,114354
maharashtra,aurangabad district,19.8799062683,75.33891908889,680361961.5537964,620430,2018-Q1,620430
uttar-pradesh,auraiya district,26.1561764,81.80450839427581,61921892.86595084,65304,2018-Q1,65304
madhya-pradesh,ashoknagar district,24.57719,77.73266519115776,37659899.30267913,37316,2018-Q1,37316
bihar,arwal district,25.2320301,84.6775384,27549102.0795314,31620,2018-Q1,31620
tamil-nadu,ariyalur district,11.1530559,79.25857973608959,28339477.98730652,16068,2018-Q1,16068
gujarat,aravallis district,22.8159425,70.8316013,41323327.9014269,55016,2018-Q1,55016
bihar,araria district,26.3415664,87.9374027,95184067.64819424,81597,2018-Q1,81597
madhya-pradesh,anuppur district,26.2,78.2,53676545.83744537,52207,2018-Q1,52207
odisha,anugul district,19.75,83.0,139694643.5502907,173164,2018-Q1,173164
arunachal-pradesh,anjaw district,28.1114301,96.82699963398372,0.0,0,2018-Q1,0
jammu-&-kashmir,anantnag district,33.8096849,75.24945269877892,24885721.23193979,64478,2018-Q1,64478
andhra-pradesh,anantapur district,15.2282086,79.87449940066091,788830646.0324218,638664,2018-Q1,638664
gujarat,anand district,22.4742502,72.7367582116444,181858557.8990644,166658,2018-Q1,166658
uttar-pradesh,amroha district,28.0047122,78.476874,76524251.30942005,72415,2018-Q1,72415
punjab,amritsar district,31.3410997,74.6891758,200091373.45188668,98115,2018-Q1,98115
gujarat,amreli district,21.4191439,71.25276407265991,75032118.59542929,66032,2018-Q1,66032
maharashtra,amravati district,20.9376684,77.7781055,203490300.9184501,219644,2018-Q1,219644
uttar-pradesh,amethi district,26.1561764,81.80450839427581,86534576.5671038,96408,2018-Q1,96408
uttar-pradesh,ambedkar nagar district,28.6400895,77.42868,88818565.47490466,116711,2018-Q1,116711
haryana,ambala district,28.9841361,75.6039914,189250271.93812093,119503,2018-Q1,119503
rajasthan,alwar district,27.638573450000003,76.61404271796437,636193637.4406083,511188,2018-Q1,511188
uttarakhand,almora district,30.6309236,78.1603603,24966386.51717413,26086,2018-Q1,26086
madhya-pradesh,alirajpur district,22.3118775,74.3555894,11011810.08389782,7310,2018-Q1,7310
west-bengal,alipurduar district,26.4811994,89.5279728,65816753.348447375,71585,2018-Q1,71585
uttar-pradesh,aligarh district,27.87698975,78.13729027600994,227055506.8404816,194881,2018-Q1,194881
kerala,alappuzha district,9.777163,76.2803139,95014765.5124121,74941,2018-Q1,74941
maharashtra,akola district,20.7141213,77.0065838,98691994.83880848,112541,2018-Q1,112541
rajasthan,ajmer district,26.33188715,74.71697524629388,347556929.7043874,224405,2018-Q1,224405
mizoram,aizawl district,23.3078982,92.8556728,27918980.947612703,12006,2018-Q1,12006
maharashtra,ahmednagar district,19.108436,74.735394,522540233.7072377,438972,2018-Q1,438972
gujarat,ahmadabad district,23.0216238,72.5797068,2153123692.102862,1436152,2018-Q1,1436152
uttar-pradesh,agra district,27.1705419,78.0107255,353477588.3089036,298049,2018-Q1,298049
madhya-pradesh,agar malwa district,26.2,78.2,90606925.9503863,46312,2018-Q1,46312
telangana,adilabad district,19.1040149,78.340105,51488627.324255854,35960,2018-Q1,35960
